id,time,sentiment,score
436791656319160320,2014-02-21 09:17:00,Neutral,59.5382
436760851727413249,2014-02-21 07:14:36,Positive,72.1323
436759699275280385,2014-02-21 07:10:01,Negative,85.3721
436759465954529280,2014-02-21 07:09:05,Neutral,50.0000
436751623663017985,2014-02-21 06:37:56,Positive,75.4298
436750056285143040,2014-02-21 06:31:42,Positive,68.5604
436750041986781184,2014-02-21 06:31:39,Negative,69.7252
436743556464508928,2014-02-21 06:05:52,Neutral,61.5605
436723661110640641,2014-02-21 04:46:49,Negative,63.0881
436720969856466945,2014-02-21 04:36:07,Positive,73.1411
436716690059960320,2014-02-21 04:19:07,Negative,70.2906
436715505236201473,2014-02-21 04:14:24,Neutral,58.9771
436715152839163904,2014-02-21 04:13:00,Neutral,59.3294
436550242951909376,2014-02-20 17:17:43,Positive,78.6418
436545785983819776,2014-02-20 17:00:00,Neutral,54.5558
436496672797904897,2014-02-20 13:44:51,Positive,93.6694
436456646479327232,2014-02-20 11:05:48,Positive,72.7508
436455555909947392,2014-02-20 11:01:28,Positive,81.6367
436454673671663616,2014-02-20 10:57:57,Neutral,51.1913
436444706600284161,2014-02-20 10:18:21,Neutral,58.2648
436423817435439104,2014-02-20 08:55:21,Neutral,50.0000
436423349783101440,2014-02-20 08:53:29,Positive,91.4622
436422536352374785,2014-02-20 08:50:15,Neutral,53.5741
436383375012532224,2014-02-20 06:14:38,Positive,97.0607
436373521162186752,2014-02-20 05:35:29,Negative,64.7608
436372250850127873,2014-02-20 05:30:26,Neutral,51.7100
436357088449527808,2014-02-20 04:30:11,Positive,98.6290
436081682655887360,2014-02-19 10:15:49,Neutral,52.0422
436076734123761664,2014-02-19 09:56:09,Positive,71.8575
436042294580346880,2014-02-19 07:39:18,Neutral,57.8641
436024606873243648,2014-02-19 06:29:01,Negative,76.3938
435777967625498624,2014-02-18 14:08:58,Positive,77.0254
434643694428237825,2014-02-15 11:01:46,Positive,97.1882
434544141997858816,2014-02-15 04:26:11,Neutral,50.0000
434544023064162304,2014-02-15 04:25:43,Positive,76.4371
