id,time,sentiment,score
616552601698435072,2015-07-02 10:22:49,Negative,86.1324
616522651385794560,2015-07-02 08:23:49,Neutral,50.0000
616513259571662848,2015-07-02 07:46:30,Neutral,50.0000
616493059207905280,2015-07-02 06:26:13,Neutral,50.0000
616470784475709440,2015-07-02 04:57:43,Positive,95.2801
616469715003707392,2015-07-02 04:53:28,Positive,95.8918
616458588370767873,2015-07-02 04:09:15,Positive,76.8130
616290599461720064,2015-07-01 17:01:43,Positive,69.6527
616280810987991041,2015-07-01 16:22:49,Positive,86.8260
616263263685246976,2015-07-01 15:13:06,Positive,82.6748
616163871015841792,2015-07-01 08:38:09,Neutral,53.7609
616160912865542144,2015-07-01 08:26:24,Positive,85.7364
616141637350068224,2015-07-01 07:09:48,Positive,86.3346
616077942754377728,2015-07-01 02:56:42,Positive,89.6646
616071622940688384,2015-07-01 02:31:35,Neutral,54.3062
615921583673098240,2015-06-30 16:35:23,Positive,92.6699
615915904858107904,2015-06-30 16:12:49,Neutral,52.1443
615841963091234816,2015-06-30 11:19:00,Positive,90.5242
615817316203261952,2015-06-30 09:41:04,Neutral,52.5646
615766409801433088,2015-06-30 06:18:47,Positive,74.1722
615738798131904512,2015-06-30 04:29:04,Positive,90.7569
615525648103149568,2015-06-29 14:22:05,Neutral,57.1470
615494211756888064,2015-06-29 12:17:10,Positive,82.1865
615379565037228032,2015-06-29 04:41:36,Negative,67.5886
615367903605493760,2015-06-29 03:55:15,Neutral,60.1213
615052123902873604,2015-06-28 07:00:28,Positive,67.0525
614733706859655168,2015-06-27 09:55:11,Negative,87.4602
614708727199875072,2015-06-27 08:15:55,Neutral,54.6713
614705442233520129,2015-06-27 08:02:52,Negative,90.3562
614665424462942208,2015-06-27 05:23:51,Positive,95.8453
614423432067833856,2015-06-26 13:22:16,Negative,73.3653
614422397366616064,2015-06-26 13:18:09,Positive,67.6689
614388206528671744,2015-06-26 11:02:17,Positive,73.9834
614384713067704320,2015-06-26 10:48:24,Neutral,58.4550
